monthOfFirstRegistration,fuelType,total
2018-11-01 00:00:00.000000 UTC,PETROL,4
2003-02-01 00:00:00.000000 UTC,DIESEL,402
2021-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2021-12-01 00:00:00.000000 UTC,DIESEL,526
2018-04-01 00:00:00.000000 UTC,PETROL,3
2016-12-01 00:00:00.000000 UTC,ELECTRICITY,1
2002-01-01 00:00:00.000000 UTC,PETROL,5
2003-03-01 00:00:00.000000 UTC,PETROL,1
2004-03-01 00:00:00.000000 UTC,PETROL,9
2006-01-01 00:00:00.000000 UTC,PETROL,2
2006-11-01 00:00:00.000000 UTC,PETROL,2
2020-05-01 00:00:00.000000 UTC,DIESEL,71
2021-02-01 00:00:00.000000 UTC,ELECTRICITY,1
2004-05-01 00:00:00.000000 UTC,PETROL,1
2012-03-01 00:00:00.000000 UTC,PETROL,2
2001-06-01 00:00:00.000000 UTC,PETROL,4
2002-05-01 00:00:00.000000 UTC,PETROL,3
2002-08-01 00:00:00.000000 UTC,PETROL,1
2003-02-01 00:00:00.000000 UTC,PETROL,2
2004-03-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2004-07-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2008-10-01 00:00:00.000000 UTC,PETROL,1
2008-11-01 00:00:00.000000 UTC,GAS DIESEL,1
2021-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2015-01-01 00:00:00.000000 UTC,ELECTRICITY,4
2017-01-01 00:00:00.000000 UTC,ELECTRICITY,1
2002-12-01 00:00:00.000000 UTC,PETROL,1
2004-08-01 00:00:00.000000 UTC,PETROL,2
2003-10-01 00:00:00.000000 UTC,PETROL,2
2006-05-01 00:00:00.000000 UTC,PETROL,2
2008-07-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-12-01 00:00:00.000000 UTC,PETROL,1
2012-04-01 00:00:00.000000 UTC,PETROL,1
2012-11-01 00:00:00.000000 UTC,ELECTRICITY,2
2013-06-01 00:00:00.000000 UTC,ELECTRICITY,2
2003-02-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-10-01 00:00:00.000000 UTC,PETROL,1
2017-09-01 00:00:00.000000 UTC,PETROL,1
2017-06-01 00:00:00.000000 UTC,PETROL,1
2017-07-01 00:00:00.000000 UTC,PETROL,1
2018-03-01 00:00:00.000000 UTC,PETROL,2
2018-02-01 00:00:00.000000 UTC,PETROL,2
2013-08-01 00:00:00.000000 UTC,PETROL,1
2015-03-01 00:00:00.000000 UTC,PETROL,1
2022-04-01 00:00:00.000000 UTC,ELECTRICITY,4
2002-11-01 00:00:00.000000 UTC,PETROL,1
2022-05-01 00:00:00.000000 UTC,DIESEL,533
2022-03-01 00:00:00.000000 UTC,PETROL,1
2022-05-01 00:00:00.000000 UTC,PETROL,2
2022-08-01 00:00:00.000000 UTC,ELECTRICITY,9
2022-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,5
2015-04-01 00:00:00.000000 UTC,PETROL,1
2022-11-01 00:00:00.000000 UTC,PETROL,1
2022-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
