monthOfFirstRegistration,fuelType,total
2003-08-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2019-05-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2001-07-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2002-03-01 00:00:00.000000 UTC,GAS,1
2002-11-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2004-03-01 00:00:00.000000 UTC,GAS,3
2006-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,4
2006-11-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2006-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2006-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2006-11-01 00:00:00.000000 UTC,GAS,1
2007-05-01 00:00:00.000000 UTC,OTHER,2
2007-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,5
2008-03-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2008-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2008-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2009-07-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2009-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2009-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2009-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,21
2009-05-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2010-03-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2010-01-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2012-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,16
2013-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,40
2014-06-01 00:00:00.000000 UTC,ELECTRICITY,12
2020-11-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2020-09-01 00:00:00.000000 UTC,GAS BI-FUEL,14
2021-01-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2002-04-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2004-08-01 00:00:00.000000 UTC,GAS,1
2003-12-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2018-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2003-06-01 00:00:00.000000 UTC,GAS,2
2003-05-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2006-01-01 00:00:00.000000 UTC,GAS,2
2001-04-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2004-04-01 00:00:00.000000 UTC,GAS,1
2008-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,7
2009-10-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2004-04-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2007-06-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2014-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,4
2005-09-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-11-01 00:00:00.000000 UTC,GAS,1
2012-12-01 00:00:00.000000 UTC,ELECTRICITY,2
2013-09-01 00:00:00.000000 UTC,ELECTRICITY,8
2014-03-01 00:00:00.000000 UTC,ELECTRICITY,12
2015-02-01 00:00:00.000000 UTC,ELECTRICITY,14
2002-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2004-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2004-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2005-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2005-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,2
2005-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2010-05-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2013-08-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2007-08-01 00:00:00.000000 UTC,GAS,1
2013-08-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2013-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,11
2006-03-01 00:00:00.000000 UTC,GAS,2
2019-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2013-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,5
2014-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,6
2002-02-01 00:00:00.000000 UTC,GAS,1
2013-11-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2013-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2018-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2020-12-01 00:00:00.000000 UTC,ELECTRICITY,252
2003-09-01 00:00:00.000000 UTC,PETROL,2743
2006-03-01 00:00:00.000000 UTC,DIESEL,5595
2006-06-01 00:00:00.000000 UTC,DIESEL,4088
2008-12-01 00:00:00.000000 UTC,PETROL,589
2007-09-01 00:00:00.000000 UTC,DIESEL,3814
2005-11-01 00:00:00.000000 UTC,DIESEL,1729
2008-03-01 00:00:00.000000 UTC,PETROL,3880
2009-05-01 00:00:00.000000 UTC,PETROL,1617
2005-12-01 00:00:00.000000 UTC,PETROL,720
2002-09-01 00:00:00.000000 UTC,PETROL,2469
2006-09-01 00:00:00.000000 UTC,DIESEL,3797
2005-01-01 00:00:00.000000 UTC,DIESEL,4728
2013-08-01 00:00:00.000000 UTC,DIESEL,2066
2009-10-01 00:00:00.000000 UTC,DIESEL,1863
2007-07-01 00:00:00.000000 UTC,PETROL,2254
2020-03-01 00:00:00.000000 UTC,PETROL,2286
2020-09-01 00:00:00.000000 UTC,DIESEL,1204
2001-06-01 00:00:00.000000 UTC,DIESEL,1964
2002-05-01 00:00:00.000000 UTC,DIESEL,2296
2009-02-01 00:00:00.000000 UTC,DIESEL,2618
2008-08-01 00:00:00.000000 UTC,DIESEL,1843
2020-08-01 00:00:00.000000 UTC,DIESEL,1127
2007-04-01 00:00:00.000000 UTC,PETROL,2317
2006-09-01 00:00:00.000000 UTC,PETROL,2821
2003-06-01 00:00:00.000000 UTC,PETROL,2401
2004-02-01 00:00:00.000000 UTC,PETROL,2497
2008-06-01 00:00:00.000000 UTC,PETROL,2517
2007-10-01 00:00:00.000000 UTC,PETROL,1516
2008-04-01 00:00:00.000000 UTC,PETROL,2079
2005-09-01 00:00:00.000000 UTC,PETROL,2786
2008-05-01 00:00:00.000000 UTC,DIESEL,3132
2003-10-01 00:00:00.000000 UTC,DIESEL,1676
2007-02-01 00:00:00.000000 UTC,DIESEL,3326
2020-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,65
2002-07-01 00:00:00.000000 UTC,PETROL,1769
2001-04-01 00:00:00.000000 UTC,DIESEL,1556
2004-11-01 00:00:00.000000 UTC,DIESEL,1417
2008-11-01 00:00:00.000000 UTC,PETROL,704
2002-02-01 00:00:00.000000 UTC,PETROL,2146
2020-09-01 00:00:00.000000 UTC,ELECTRICITY,260
2010-09-01 00:00:00.000000 UTC,DIESEL,3143
2010-01-01 00:00:00.000000 UTC,PETROL,4184
2010-03-01 00:00:00.000000 UTC,DIESEL,4998
2010-03-01 00:00:00.000000 UTC,PETROL,3525
2010-10-01 00:00:00.000000 UTC,PETROL,956
2010-05-01 00:00:00.000000 UTC,OTHER,1
2010-10-01 00:00:00.000000 UTC,DIESEL,1684
2011-03-01 00:00:00.000000 UTC,PETROL,3036
2011-12-01 00:00:00.000000 UTC,DIESEL,931
2011-04-01 00:00:00.000000 UTC,DIESEL,2708
2011-07-01 00:00:00.000000 UTC,DIESEL,2234
2011-12-01 00:00:00.000000 UTC,PETROL,543
2011-07-01 00:00:00.000000 UTC,PETROL,1423
2011-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2012-05-01 00:00:00.000000 UTC,DIESEL,2755
2012-09-01 00:00:00.000000 UTC,PETROL,2316
2012-05-01 00:00:00.000000 UTC,PETROL,1493
2013-04-01 00:00:00.000000 UTC,PETROL,1620
2013-02-01 00:00:00.000000 UTC,PETROL,1784
2014-06-01 00:00:00.000000 UTC,DIESEL,3493
2014-05-01 00:00:00.000000 UTC,DIESEL,3207
2015-08-01 00:00:00.000000 UTC,DIESEL,1952
2015-09-01 00:00:00.000000 UTC,PETROL,3146
2015-02-01 00:00:00.000000 UTC,PETROL,1884
2016-10-01 00:00:00.000000 UTC,PETROL,1343
2016-02-01 00:00:00.000000 UTC,DIESEL,2822
2016-06-01 00:00:00.000000 UTC,DIESEL,3470
2016-01-01 00:00:00.000000 UTC,PETROL,2725
2016-07-01 00:00:00.000000 UTC,DIESEL,2440
2016-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,128
2017-06-01 00:00:00.000000 UTC,DIESEL,3275
2017-05-01 00:00:00.000000 UTC,DIESEL,2178
2017-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,140
2017-03-01 00:00:00.000000 UTC,PETROL,4159
2017-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,210
2017-10-01 00:00:00.000000 UTC,PETROL,1547
2018-08-01 00:00:00.000000 UTC,DIESEL,1660
2018-09-01 00:00:00.000000 UTC,PETROL,3988
2018-10-01 00:00:00.000000 UTC,DIESEL,1836
2018-11-01 00:00:00.000000 UTC,DIESEL,1682
2018-12-01 00:00:00.000000 UTC,DIESEL,999
2018-07-01 00:00:00.000000 UTC,PETROL,2688
2018-12-01 00:00:00.000000 UTC,PETROL,1389
2018-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,223
2018-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,206
2019-03-01 00:00:00.000000 UTC,PETROL,5655
2019-04-01 00:00:00.000000 UTC,PETROL,2839
2019-10-01 00:00:00.000000 UTC,PETROL,2240
2019-12-01 00:00:00.000000 UTC,DIESEL,887
2019-09-01 00:00:00.000000 UTC,DIESEL,2342
2019-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,296
2019-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,175
2019-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,279
2021-09-01 00:00:00.000000 UTC,ELECTRICITY,337
2021-02-01 00:00:00.000000 UTC,DIESEL,514
2021-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,51
2002-08-01 00:00:00.000000 UTC,DIESEL,1630
2004-07-01 00:00:00.000000 UTC,DIESEL,2512
2003-12-01 00:00:00.000000 UTC,PETROL,658
2020-05-01 00:00:00.000000 UTC,PETROL,143
2019-05-01 00:00:00.000000 UTC,ELECTRICITY,33
2016-09-01 00:00:00.000000 UTC,ELECTRICITY,27
2019-07-01 00:00:00.000000 UTC,ELECTRICITY,46
2019-01-01 00:00:00.000000 UTC,ELECTRICITY,39
2019-06-01 00:00:00.000000 UTC,ELECTRICITY,62
2002-05-01 00:00:00.000000 UTC,GAS BI-FUEL,9
2012-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2015-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,4
2016-09-01 00:00:00.000000 UTC,ELECTRIC DIESEL,4
2017-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,163
2016-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,78
2009-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,13
2015-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,72
2016-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,75
2012-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,35
2021-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,409
2020-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,367
2020-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,11
2020-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,235
2009-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,23
2021-12-01 00:00:00.000000 UTC,PETROL,559
2019-02-01 00:00:00.000000 UTC,ELECTRICITY,29
2022-07-01 00:00:00.000000 UTC,ELECTRICITY,217
2022-09-01 00:00:00.000000 UTC,ELECTRICITY,465
2022-03-01 00:00:00.000000 UTC,ELECTRICITY,440
2016-03-01 00:00:00.000000 UTC,ELECTRICITY,32
2022-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,754
2022-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,678
2022-10-01 00:00:00.000000 UTC,DIESEL,286
2021-11-01 00:00:00.000000 UTC,DIESEL,291
2017-11-01 00:00:00.000000 UTC,ELECTRICITY,13
2022-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,44
2013-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2012-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,15
2021-10-01 00:00:00.000000 UTC,ELECTRIC DIESEL,36
2022-11-01 00:00:00.000000 UTC,ELECTRICITY,353
2022-02-01 00:00:00.000000 UTC,ELECTRICITY,215
2019-10-01 00:00:00.000000 UTC,ELECTRICITY,42
2005-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,4
2013-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,29
2009-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2007-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,4
2017-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2017-05-01 00:00:00.000000 UTC,ELECTRICITY,11
2015-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2014-08-01 00:00:00.000000 UTC,ELECTRICITY,7
2010-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,17
2019-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2022-03-01 00:00:00.000000 UTC,GAS BI-FUEL,11
2019-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2001-01-01 00:00:00.000000 UTC,PETROL,18
2002-06-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2003-06-01 00:00:00.000000 UTC,GAS BI-FUEL,9
2003-04-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2004-02-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2004-09-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2004-12-01 00:00:00.000000 UTC,GAS,3
2004-12-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2005-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2005-04-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2005-11-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2005-08-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2005-11-01 00:00:00.000000 UTC,GAS,1
2006-07-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2007-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,5
2007-02-01 00:00:00.000000 UTC,GAS,1
2007-04-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2008-04-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2009-01-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2010-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,56
2011-09-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2012-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,10
2012-10-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2013-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,14
2001-05-01 00:00:00.000000 UTC,GAS,2
2002-02-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2006-01-01 00:00:00.000000 UTC,GAS BI-FUEL,4
2020-05-01 00:00:00.000000 UTC,ELECTRIC DIESEL,4
2008-11-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2009-04-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2002-09-01 00:00:00.000000 UTC,GAS BI-FUEL,2
2008-09-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2012-06-01 00:00:00.000000 UTC,ELECTRICITY,5
2012-07-01 00:00:00.000000 UTC,ELECTRICITY,3
2012-01-01 00:00:00.000000 UTC,GAS,1
2013-07-01 00:00:00.000000 UTC,ELECTRICITY,6
2013-01-01 00:00:00.000000 UTC,ELECTRICITY,1
2014-02-01 00:00:00.000000 UTC,ELECTRICITY,4
2007-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,1
2003-05-01 00:00:00.000000 UTC,GAS,2
2018-06-01 00:00:00.000000 UTC,GAS DIESEL,1
2001-04-01 00:00:00.000000 UTC,GAS,1
2003-07-01 00:00:00.000000 UTC,GAS DIESEL,1
2008-05-01 00:00:00.000000 UTC,GAS,1
2010-08-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2013-05-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2014-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2015-10-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2015-07-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2017-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2019-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2019-04-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2020-09-01 00:00:00.000000 UTC,PETROL,3049
2006-02-01 00:00:00.000000 UTC,DIESEL,3003
2007-05-01 00:00:00.000000 UTC,DIESEL,3285
2004-03-01 00:00:00.000000 UTC,PETROL,3504
2007-03-01 00:00:00.000000 UTC,DIESEL,5738
2006-11-01 00:00:00.000000 UTC,PETROL,1203
2003-10-01 00:00:00.000000 UTC,PETROL,1459
2001-06-01 00:00:00.000000 UTC,PETROL,2197
2007-11-01 00:00:00.000000 UTC,DIESEL,1533
2006-10-01 00:00:00.000000 UTC,PETROL,1310
2003-07-01 00:00:00.000000 UTC,DIESEL,1946
2020-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,611
2020-11-01 00:00:00.000000 UTC,DIESEL,579
2020-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,371
2020-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,426
2009-12-01 00:00:00.000000 UTC,PETROL,840
2009-10-01 00:00:00.000000 UTC,PETROL,1748
2008-11-01 00:00:00.000000 UTC,DIESEL,1002
2006-12-01 00:00:00.000000 UTC,DIESEL,919
2009-08-01 00:00:00.000000 UTC,DIESEL,1696
2009-11-01 00:00:00.000000 UTC,DIESEL,1625
2003-03-01 00:00:00.000000 UTC,PETROL,3292
2020-06-01 00:00:00.000000 UTC,DIESEL,1065
2008-04-01 00:00:00.000000 UTC,DIESEL,3388
2002-12-01 00:00:00.000000 UTC,PETROL,582
2002-05-01 00:00:00.000000 UTC,PETROL,2136
2006-05-01 00:00:00.000000 UTC,PETROL,2209
2003-02-01 00:00:00.000000 UTC,PETROL,2195
2006-01-01 00:00:00.000000 UTC,PETROL,3447
2003-02-01 00:00:00.000000 UTC,DIESEL,2368
2006-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,3
2002-11-01 00:00:00.000000 UTC,PETROL,1144
2002-01-01 00:00:00.000000 UTC,PETROL,3115
2003-05-01 00:00:00.000000 UTC,DIESEL,2454
2006-03-01 00:00:00.000000 UTC,PETROL,4204
2007-04-01 00:00:00.000000 UTC,DIESEL,2931
2020-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,643
2004-05-01 00:00:00.000000 UTC,PETROL,2096
2008-10-01 00:00:00.000000 UTC,PETROL,1042
2002-04-01 00:00:00.000000 UTC,DIESEL,2217
2009-12-01 00:00:00.000000 UTC,DIESEL,1102
2003-08-01 00:00:00.000000 UTC,DIESEL,1657
2003-04-01 00:00:00.000000 UTC,DIESEL,2354
2020-05-01 00:00:00.000000 UTC,DIESEL,56
2009-06-01 00:00:00.000000 UTC,PETROL,2136
2020-07-01 00:00:00.000000 UTC,ELECTRICITY,153
2010-05-01 00:00:00.000000 UTC,DIESEL,2614
2010-02-01 00:00:00.000000 UTC,DIESEL,2888
2010-11-01 00:00:00.000000 UTC,PETROL,977
2011-03-01 00:00:00.000000 UTC,DIESEL,4919
2011-04-01 00:00:00.000000 UTC,PETROL,1389
2011-06-01 00:00:00.000000 UTC,PETROL,2101
2012-09-01 00:00:00.000000 UTC,DIESEL,3357
2012-12-01 00:00:00.000000 UTC,DIESEL,957
2012-07-01 00:00:00.000000 UTC,DIESEL,2300
2012-04-01 00:00:00.000000 UTC,PETROL,1241
2012-03-01 00:00:00.000000 UTC,PETROL,3028
2012-08-01 00:00:00.000000 UTC,DIESEL,1621
2012-10-01 00:00:00.000000 UTC,PETROL,1072
2012-07-01 00:00:00.000000 UTC,PETROL,1303
2013-12-01 00:00:00.000000 UTC,DIESEL,1229
2013-11-01 00:00:00.000000 UTC,DIESEL,1741
2013-09-01 00:00:00.000000 UTC,DIESEL,3518
2013-02-01 00:00:00.000000 UTC,DIESEL,2459
2013-01-01 00:00:00.000000 UTC,DIESEL,4433
2013-10-01 00:00:00.000000 UTC,PETROL,1155
2013-08-01 00:00:00.000000 UTC,PETROL,1471
2014-07-01 00:00:00.000000 UTC,DIESEL,2683
2014-01-01 00:00:00.000000 UTC,DIESEL,4591
2014-12-01 00:00:00.000000 UTC,DIESEL,1224
2015-05-01 00:00:00.000000 UTC,DIESEL,2601
2015-07-01 00:00:00.000000 UTC,PETROL,1688
2015-07-01 00:00:00.000000 UTC,DIESEL,2591
2015-03-01 00:00:00.000000 UTC,PETROL,3446
2015-12-01 00:00:00.000000 UTC,HYBRID ELECTRIC,30
2015-04-01 00:00:00.000000 UTC,PETROL,1760
2015-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,82
2016-11-01 00:00:00.000000 UTC,DIESEL,1789
2016-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,92
2016-04-01 00:00:00.000000 UTC,PETROL,1968
2017-03-01 00:00:00.000000 UTC,DIESEL,5524
2017-09-01 00:00:00.000000 UTC,PETROL,3264
2017-06-01 00:00:00.000000 UTC,PETROL,2597
2017-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,123
2017-07-01 00:00:00.000000 UTC,PETROL,1604
2017-02-01 00:00:00.000000 UTC,PETROL,1852
2018-03-01 00:00:00.000000 UTC,PETROL,5120
2018-02-01 00:00:00.000000 UTC,DIESEL,2163
2018-09-01 00:00:00.000000 UTC,DIESEL,2885
2018-02-01 00:00:00.000000 UTC,PETROL,2390
2018-04-01 00:00:00.000000 UTC,DIESEL,2063
2018-11-01 00:00:00.000000 UTC,PETROL,2227
2018-04-01 00:00:00.000000 UTC,PETROL,2918
2019-11-01 00:00:00.000000 UTC,DIESEL,1417
2019-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,282
2019-09-01 00:00:00.000000 UTC,ELECTRICITY,112
2021-01-01 00:00:00.000000 UTC,DIESEL,519
2021-06-01 00:00:00.000000 UTC,PETROL,2346
2021-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,727
2021-06-01 00:00:00.000000 UTC,DIESEL,594
2021-04-01 00:00:00.000000 UTC,DIESEL,652
2021-07-01 00:00:00.000000 UTC,PETROL,1738
2021-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,905
2021-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,631
2003-03-01 00:00:00.000000 UTC,DIESEL,3817
2020-04-01 00:00:00.000000 UTC,DIESEL,9
2004-11-01 00:00:00.000000 UTC,PETROL,1298
2008-02-01 00:00:00.000000 UTC,PETROL,2672
2002-08-01 00:00:00.000000 UTC,PETROL,1707
2009-04-01 00:00:00.000000 UTC,PETROL,1444
2004-08-01 00:00:00.000000 UTC,PETROL,1731
2018-04-01 00:00:00.000000 UTC,ELECTRICITY,27
2021-02-01 00:00:00.000000 UTC,ELECTRICITY,106
2017-01-01 00:00:00.000000 UTC,ELECTRICITY,41
2011-07-01 00:00:00.000000 UTC,ELECTRICITY,1
2005-06-01 00:00:00.000000 UTC,GAS BI-FUEL,3
2021-05-01 00:00:00.000000 UTC,GAS BI-FUEL,6
2021-08-01 00:00:00.000000 UTC,GAS BI-FUEL,7
2018-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,202
2009-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,36
2015-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,39
2007-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2008-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,15
2007-06-01 00:00:00.000000 UTC,HYBRID ELECTRIC,12
2015-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,40
2019-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,9
2013-06-01 00:00:00.000000 UTC,ELECTRICITY,5
2021-12-01 00:00:00.000000 UTC,DIESEL,160
2022-04-01 00:00:00.000000 UTC,ELECTRICITY,206
2022-08-01 00:00:00.000000 UTC,ELECTRICITY,277
2014-05-01 00:00:00.000000 UTC,HYBRID ELECTRIC,41
2022-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,916
2022-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,809
2021-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,429
2022-03-01 00:00:00.000000 UTC,PETROL,2024
2022-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,899
2022-05-01 00:00:00.000000 UTC,PETROL,1473
2022-11-01 00:00:00.000000 UTC,PETROL,1405
2021-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,41
2016-02-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2022-10-01 00:00:00.000000 UTC,PETROL,1261
2021-10-01 00:00:00.000000 UTC,HYBRID ELECTRIC,431
2022-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,635
2022-05-01 00:00:00.000000 UTC,DIESEL,463
2014-12-01 00:00:00.000000 UTC,ELECTRICITY,35
2010-03-01 00:00:00.000000 UTC,HYBRID ELECTRIC,27
2009-11-01 00:00:00.000000 UTC,HYBRID ELECTRIC,4
2006-05-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2008-09-01 00:00:00.000000 UTC,HYBRID ELECTRIC,10
2022-05-01 00:00:00.000000 UTC,GAS BI-FUEL,13
2011-08-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2018-10-01 00:00:00.000000 UTC,ELECTRICITY,23
2015-01-01 00:00:00.000000 UTC,ELECTRIC DIESEL,3
2006-12-01 00:00:00.000000 UTC,GAS BI-FUEL,1
2016-07-01 00:00:00.000000 UTC,ELECTRICITY,12
2012-11-01 00:00:00.000000 UTC,ELECTRICITY,3
2022-11-01 00:00:00.000000 UTC,ELECTRIC DIESEL,27
2015-01-01 00:00:00.000000 UTC,ELECTRICITY,23
2022-09-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2016-12-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2017-06-01 00:00:00.000000 UTC,ELECTRICITY,33
2022-04-01 00:00:00.000000 UTC,GAS BI-FUEL,8
2010-08-01 00:00:00.000000 UTC,HYBRID ELECTRIC,16
2008-01-01 00:00:00.000000 UTC,HYBRID ELECTRIC,24
2017-03-01 00:00:00.000000 UTC,ELECTRIC DIESEL,2
2016-12-01 00:00:00.000000 UTC,ELECTRICITY,13
2015-04-01 00:00:00.000000 UTC,ELECTRICITY,21
2014-06-01 00:00:00.000000 UTC,ELECTRIC DIESEL,1
2016-06-01 00:00:00.000000 UTC,ELECTRICITY,8
2022-12-01 00:00:00.000000 UTC,GAS BI-FUEL,5
2014-07-01 00:00:00.000000 UTC,ELECTRICITY,6
2007-04-01 00:00:00.000000 UTC,HYBRID ELECTRIC,8
2011-03-01 00:00:00.000000 UTC,ELECTRICITY,3
2006-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,9
2010-02-01 00:00:00.000000 UTC,HYBRID ELECTRIC,23
2011-07-01 00:00:00.000000 UTC,HYBRID ELECTRIC,7
2001-02-01 00:00:00.000000 UTC,PETROL,16
2001-02-01 00:00:00.000000 UTC,DIESEL,3
