,Geography,Date Interval,Date,Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas,Other fuel types,Total,Plug-in,Zero emission
15466,Scotland,Monthly,February 2013,Percentage of total,Cars,59.464,39.925,0.473,0.059,0.0,0.0,0.039,0.02,0.0,0.02,0.0,100.0,0.059,0.039
15467,Scotland,Monthly,March 2013,Percentage of total,Cars,57.042,42.296,0.564,0.057,0.01,0.0,0.023,0.008,0.0,0.0,0.0,100.0,0.042,0.023
15468,Scotland,Monthly,April 2013,Percentage of total,Cars,53.338,46.138,0.444,0.04,0.007,0.0,0.013,0.02,0.0,0.0,0.0,100.0,0.04,0.013
15469,Scotland,Monthly,May 2013,Percentage of total,Cars,54.4,44.818,0.485,0.032,0.013,0.0,0.214,0.039,0.0,0.0,0.0,100.0,0.265,0.214
15470,Scotland,Monthly,June 2013,Percentage of total,Cars,55.999,43.102,0.737,0.057,0.01,0.01,0.084,0.0,0.0,0.0,0.0,100.0,0.105,0.084
15471,Scotland,Monthly,July 2013,Percentage of total,Cars,50.215,48.788,0.808,0.068,0.023,0.008,0.076,0.015,0.0,0.0,0.0,100.0,0.121,0.076
15472,Scotland,Monthly,August 2013,Percentage of total,Cars,57.915,41.533,0.519,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,100.0,0.033,0.033
15473,Scotland,Monthly,September 2013,Percentage of total,Cars,57.442,41.808,0.615,0.041,0.01,0.0,0.08,0.005,0.0,0.0,0.0,100.0,0.094,0.08
15474,Scotland,Monthly,October 2013,Percentage of total,Cars,50.981,48.075,0.771,0.053,0.0,0.007,0.093,0.013,0.0,0.007,0.0,100.0,0.113,0.093
15475,Scotland,Monthly,November 2013,Percentage of total,Cars,52.96,46.321,0.534,0.064,0.007,0.007,0.1,0.007,0.0,0.0,0.0,100.0,0.121,0.1
15476,Scotland,Monthly,December 2013,Percentage of total,Cars,49.513,49.647,0.707,0.019,0.0,0.0,0.096,0.019,0.0,0.0,0.0,100.0,0.115,0.096
15477,Scotland,Monthly,January 2014,Percentage of total,Cars,51.195,47.77,0.752,0.016,0.024,0.0,0.196,0.047,0.0,0.0,0.0,100.0,0.266,0.196
15478,Scotland,Monthly,February 2014,Percentage of total,Cars,58.911,40.072,0.897,0.0,0.0,0.0,0.1,0.02,0.0,0.0,0.0,100.0,0.12,0.1
15479,Scotland,Monthly,March 2014,Percentage of total,Cars,55.602,43.275,0.863,0.055,0.005,0.0,0.159,0.041,0.0,0.0,0.0,100.0,0.205,0.159
15480,Scotland,Monthly,April 2014,Percentage of total,Cars,52.46,46.515,0.641,0.025,0.006,0.006,0.333,0.013,0.0,0.0,0.0,100.0,0.358,0.333
15481,Scotland,Monthly,May 2014,Percentage of total,Cars,54.063,45.025,0.61,0.078,0.073,0.0,0.134,0.011,0.0,0.006,0.0,100.0,0.218,0.134
15482,Scotland,Monthly,June 2014,Percentage of total,Cars,51.602,47.1,0.899,0.031,0.14,0.016,0.181,0.031,0.0,0.0,0.0,100.0,0.367,0.181
15483,Scotland,Monthly,July 2014,Percentage of total,Cars,50.366,48.156,0.871,0.035,0.188,0.014,0.307,0.063,0.0,0.0,0.0,100.0,0.572,0.307
15484,Scotland,Monthly,August 2014,Percentage of total,Cars,56.244,43.107,0.232,0.015,0.124,0.0,0.247,0.031,0.0,0.0,0.0,100.0,0.402,0.247
15485,Scotland,Monthly,September 2014,Percentage of total,Cars,54.014,44.848,0.734,0.021,0.188,0.002,0.178,0.014,0.0,0.0,0.0,100.0,0.382,0.178
15486,Scotland,Monthly,October 2014,Percentage of total,Cars,50.6,47.989,0.868,0.031,0.259,0.0,0.216,0.037,0.0,0.0,0.0,100.0,0.511,0.216
15487,Scotland,Monthly,November 2014,Percentage of total,Cars,53.457,44.974,1.022,0.033,0.191,0.0,0.283,0.04,0.0,0.0,0.0,100.0,0.514,0.283
15488,Scotland,Monthly,December 2014,Percentage of total,Cars,49.355,49.092,0.694,0.008,0.241,0.0,0.596,0.015,0.0,0.0,0.0,100.0,0.852,0.596
15489,Scotland,Monthly,January 2015,Percentage of total,Cars,52.354,46.148,0.872,0.032,0.428,0.0,0.127,0.032,0.0,0.008,0.0,100.0,0.586,0.127
15490,Scotland,Monthly,February 2015,Percentage of total,Cars,57.062,41.923,0.482,0.034,0.138,0.0,0.361,0.0,0.0,0.0,0.0,100.0,0.499,0.361
15491,Scotland,Monthly,March 2015,Percentage of total,Cars,55.035,43.491,0.806,0.06,0.297,0.002,0.291,0.018,0.0,0.0,0.0,100.0,0.608,0.291
15492,Scotland,Monthly,April 2015,Percentage of total,Cars,50.755,46.902,1.835,0.065,0.26,0.007,0.176,0.0,0.0,0.0,0.0,100.0,0.443,0.176
15493,Scotland,Monthly,May 2015,Percentage of total,Cars,55.31,43.166,0.793,0.098,0.415,0.0,0.207,0.012,0.0,0.0,0.0,100.0,0.634,0.207
15494,Scotland,Monthly,June 2015,Percentage of total,Cars,51.121,46.467,1.634,0.083,0.359,0.005,0.318,0.014,0.0,0.0,0.0,100.0,0.695,0.318
15495,Scotland,Monthly,July 2015,Percentage of total,Cars,51.095,47.555,0.686,0.073,0.401,0.0,0.182,0.007,0.0,0.0,0.0,100.0,0.591,0.182
15496,Scotland,Monthly,August 2015,Percentage of total,Cars,55.294,43.858,0.521,0.03,0.104,0.0,0.193,0.0,0.0,0.0,0.0,100.0,0.297,0.193
15497,Scotland,Monthly,September 2015,Percentage of total,Cars,56.164,42.298,1.039,0.066,0.231,0.007,0.178,0.016,0.0,0.0,0.0,100.0,0.432,0.178
15498,Scotland,Monthly,October 2015,Percentage of total,Cars,51.362,46.907,1.024,0.059,0.331,0.0,0.302,0.007,0.0,0.0,0.007,100.0,0.641,0.302
15499,Scotland,Monthly,November 2015,Percentage of total,Cars,47.663,50.577,0.903,0.033,0.508,0.007,0.303,0.007,0.0,0.0,0.0,100.0,0.824,0.303
15500,Scotland,Monthly,December 2015,Percentage of total,Cars,49.381,48.704,0.644,0.033,0.385,0.0,0.819,0.033,0.0,0.0,0.0,100.0,1.237,0.819
15501,Scotland,Monthly,January 2016,Percentage of total,Cars,51.379,46.699,1.047,0.039,0.555,0.016,0.266,0.0,0.0,0.0,0.0,100.0,0.836,0.266
15502,Scotland,Monthly,February 2016,Percentage of total,Cars,57.013,42.111,0.404,0.0,0.37,0.0,0.101,0.0,0.0,0.0,0.0,100.0,0.471,0.101
15503,Scotland,Monthly,March 2016,Percentage of total,Cars,54.63,43.613,1.026,0.022,0.363,0.0,0.337,0.006,0.004,0.0,0.0,100.0,0.706,0.341
15504,Scotland,Monthly,April 2016,Percentage of total,Cars,52.744,45.346,1.142,0.027,0.388,0.02,0.32,0.014,0.0,0.0,0.0,100.0,0.741,0.32
15505,Scotland,Monthly,May 2016,Percentage of total,Cars,52.059,46.718,0.756,0.018,0.242,0.0,0.189,0.006,0.0,0.012,0.0,100.0,0.437,0.189
15506,Scotland,Monthly,June 2016,Percentage of total,Cars,54.644,43.807,1.029,0.015,0.262,0.0,0.237,0.005,0.0,0.0,0.0,100.0,0.505,0.237
15507,Scotland,Monthly,July 2016,Percentage of total,Cars,53.683,44.741,0.864,0.04,0.488,0.0,0.176,0.008,0.0,0.0,0.0,100.0,0.672,0.176
15508,Scotland,Monthly,August 2016,Percentage of total,Cars,57.184,41.349,1.104,0.015,0.136,0.015,0.166,0.015,0.015,0.0,0.0,100.0,0.333,0.181
15509,Scotland,Monthly,September 2016,Percentage of total,Cars,54.073,44.021,1.217,0.023,0.34,0.032,0.285,0.009,0.0,0.0,0.0,100.0,0.666,0.285
15510,Scotland,Monthly,October 2016,Percentage of total,Cars,54.713,43.308,1.348,0.021,0.438,0.014,0.125,0.035,0.0,0.0,0.0,100.0,0.611,0.125
15511,Scotland,Monthly,November 2016,Percentage of total,Cars,53.301,44.928,1.146,0.052,0.339,0.0,0.195,0.033,0.0,0.007,0.0,100.0,0.566,0.195
15512,Scotland,Monthly,December 2016,Percentage of total,Cars,56.802,40.773,1.455,0.008,0.274,0.008,0.657,0.023,0.0,0.0,0.0,100.0,0.962,0.657
15513,Scotland,Monthly,January 2017,Percentage of total,Cars,52.69,44.319,1.816,0.039,0.526,0.023,0.541,0.039,0.0,0.008,0.0,100.0,1.128,0.541
15514,Scotland,Monthly,February 2017,Percentage of total,Cars,58.317,38.936,1.767,0.0,0.115,0.0,0.826,0.038,0.0,0.0,0.0,100.0,0.98,0.826
15515,Scotland,Monthly,March 2017,Percentage of total,Cars,55.088,42.323,1.611,0.042,0.47,0.014,0.403,0.05,0.0,0.0,0.0,100.0,0.937,0.403
15516,Scotland,Monthly,April 2017,Percentage of total,Cars,60.177,37.263,1.536,0.017,0.496,0.033,0.438,0.041,0.0,0.0,0.0,100.0,1.008,0.438
15517,Scotland,Monthly,May 2017,Percentage of total,Cars,54.082,42.635,2.055,0.057,0.571,0.0,0.542,0.057,0.0,0.0,0.0,100.0,1.17,0.542
15518,Scotland,Monthly,June 2017,Percentage of total,Cars,53.967,42.574,2.28,0.011,0.6,0.005,0.521,0.042,0.0,0.0,0.0,100.0,1.169,0.521
15519,Scotland,Monthly,July 2017,Percentage of total,Cars,55.043,40.916,2.577,0.009,0.862,0.0,0.575,0.019,0.0,0.0,0.0,100.0,1.455,0.575
15520,Scotland,Monthly,August 2017,Percentage of total,Cars,61.287,34.75,2.402,0.034,1.025,0.0,0.487,0.017,0.0,0.0,0.0,100.0,1.528,0.487
15521,Scotland,Monthly,September 2017,Percentage of total,Cars,58.77,37.748,2.324,0.013,0.741,0.005,0.363,0.038,0.0,0.0,0.0,100.0,1.146,0.363
15522,Scotland,Monthly,October 2017,Percentage of total,Cars,61.001,35.886,1.933,0.008,0.914,0.008,0.202,0.049,0.0,0.0,0.0,100.0,1.172,0.202
15523,Scotland,Monthly,November 2017,Percentage of total,Cars,61.325,34.552,2.441,0.017,1.182,0.017,0.38,0.086,0.0,0.0,0.0,100.0,1.665,0.38
15524,Scotland,Monthly,December 2017,Percentage of total,Cars,62.842,33.172,2.204,0.0,1.127,0.0,0.584,0.07,0.0,0.0,0.0,100.0,1.781,0.584
15525,Scotland,Monthly,January 2018,Percentage of total,Cars,63.848,31.81,2.776,0.009,1.174,0.0,0.355,0.027,0.0,0.0,0.0,100.0,1.556,0.355
15526,Scotland,Monthly,February 2018,Percentage of total,Cars,68.605,28.587,1.75,0.0,0.583,0.0,0.438,0.036,0.0,0.0,0.0,100.0,1.057,0.438
15527,Scotland,Monthly,March 2018,Percentage of total,Cars,66.276,29.802,2.445,0.028,0.921,0.005,0.508,0.015,0.0,0.0,0.0,100.0,1.449,0.508
15528,Scotland,Monthly,April 2018,Percentage of total,Cars,67.464,28.099,2.656,0.0,1.107,0.0,0.642,0.016,0.0,0.016,0.0,100.0,1.765,0.642
15529,Scotland,Monthly,May 2018,Percentage of total,Cars,67.156,27.918,2.97,0.0,1.425,0.006,0.505,0.013,0.0,0.006,0.0,100.0,1.949,0.505
15530,Scotland,Monthly,June 2018,Percentage of total,Cars,61.949,32.281,3.643,0.006,1.425,0.006,0.65,0.028,0.0,0.011,0.0,100.0,2.11,0.65
15531,Scotland,Monthly,July 2018,Percentage of total,Cars,64.617,29.421,3.714,0.0,1.567,0.0,0.588,0.085,0.0,0.009,0.0,100.0,2.24,0.588
15532,Scotland,Monthly,August 2018,Percentage of total,Cars,67.635,25.758,4.288,0.0,1.537,0.0,0.712,0.07,0.0,0.0,0.0,100.0,2.319,0.712
15533,Scotland,Monthly,September 2018,Percentage of total,Cars,67.719,27.171,3.92,0.0,0.678,0.0,0.464,0.048,0.0,0.0,0.0,100.0,1.191,0.464
15534,Scotland,Monthly,October 2018,Percentage of total,Cars,64.105,30.337,3.511,0.0,1.272,0.0,0.688,0.088,0.0,0.0,0.0,100.0,2.048,0.688
15535,Scotland,Monthly,November 2018,Percentage of total,Cars,61.107,33.272,3.639,0.0,1.338,0.0,0.573,0.072,0.0,0.0,0.0,100.0,1.982,0.573
15536,Scotland,Monthly,December 2018,Percentage of total,Cars,67.216,26.722,2.362,0.0,2.719,0.0,0.903,0.079,0.0,0.0,0.0,100.0,3.701,0.903
15537,Scotland,Monthly,January 2019,Percentage of total,Cars,64.613,29.318,4.03,0.0,1.045,0.0,0.978,0.017,0.0,0.0,0.0,100.0,2.04,0.978
15538,Scotland,Monthly,February 2019,Percentage of total,Cars,71.971,22.385,3.603,0.0,1.068,0.0,0.941,0.016,0.0,0.016,0.0,100.0,2.025,0.941
15539,Scotland,Monthly,March 2019,Percentage of total,Cars,68.121,26.89,2.994,0.0,1.017,0.022,0.948,0.008,0.0,0.0,0.0,100.0,1.996,0.948
15540,Scotland,Monthly,April 2019,Percentage of total,Cars,66.779,28.15,3.352,0.0,0.911,0.024,0.769,0.008,0.0,0.008,0.0,100.0,1.711,0.769
15541,Scotland,Monthly,May 2019,Percentage of total,Cars,68.332,25.452,4.047,0.0,1.046,0.014,1.109,0.0,0.0,0.0,0.0,100.0,2.169,1.109
15542,Scotland,Monthly,June 2019,Percentage of total,Cars,68.953,25.013,4.01,0.0,1.038,0.011,0.976,0.0,0.0,0.0,0.0,100.0,2.025,0.976
15543,Scotland,Monthly,July 2019,Percentage of total,Cars,67.979,24.142,4.837,0.0,1.656,0.009,1.378,0.0,0.0,0.0,0.0,100.0,3.043,1.378
15544,Scotland,Monthly,August 2019,Percentage of total,Cars,70.138,21.816,4.58,0.0,0.523,0.0,2.944,0.0,0.0,0.0,0.0,100.0,3.466,2.944
15545,Scotland,Monthly,September 2019,Percentage of total,Cars,67.847,25.03,4.162,0.047,1.086,0.036,1.792,0.0,0.0,0.0,0.0,100.0,2.914,1.792
15546,Scotland,Monthly,October 2019,Percentage of total,Cars,64.089,26.315,6.229,0.133,1.474,0.019,1.74,0.0,0.0,0.0,0.0,100.0,3.233,1.74
15547,Scotland,Monthly,November 2019,Percentage of total,Cars,63.775,26.77,4.631,0.268,1.762,0.059,2.735,0.0,0.0,0.0,0.0,100.0,4.555,2.735
15548,Scotland,Monthly,December 2019,Percentage of total,Cars,67.642,23.433,3.907,0.192,1.783,0.011,3.032,0.0,0.0,0.0,0.0,100.0,4.825,3.032
15549,Scotland,Monthly,January 2020,Percentage of total,Cars,64.803,23.63,6.987,0.243,2.093,0.03,2.214,0.0,0.0,0.0,0.0,100.0,4.338,2.214
15550,Scotland,Monthly,February 2020,Percentage of total,Cars,71.752,17.896,6.581,0.49,0.962,0.019,2.282,0.0,0.0,0.019,0.0,100.0,3.262,2.282
15551,Scotland,Monthly,March 2020,Percentage of total,Cars,65.559,21.936,6.764,0.388,1.47,0.038,3.824,0.0,0.0,0.022,0.0,100.0,5.332,3.824
15552,Scotland,Monthly,April 2020,Percentage of total,Cars,38.356,21.918,3.425,0.685,0.685,0.0,34.932,0.0,0.0,0.0,0.0,100.0,35.616,34.932
15553,Scotland,Monthly,May 2020,Percentage of total,Cars,60.371,23.213,2.56,0.971,2.56,0.0,10.327,0.0,0.0,0.0,0.0,100.0,12.886,10.327
15554,Scotland,Monthly,June 2020,Percentage of total,Cars,66.564,16.337,9.133,0.516,1.905,0.111,5.433,0.0,0.0,0.0,0.0,100.0,7.449,5.433
15555,Scotland,Monthly,July 2020,Percentage of total,Cars,66.735,17.574,8.937,0.706,2.824,0.076,3.11,0.0,0.0,0.038,0.0,100.0,6.011,3.11
15556,Scotland,Monthly,August 2020,Percentage of total,Cars,66.315,14.712,9.856,1.649,2.217,0.04,5.172,0.0,0.0,0.04,0.0,100.0,7.428,5.172
15557,Scotland,Monthly,September 2020,Percentage of total,Cars,65.454,15.581,8.919,1.195,2.4,0.111,6.262,0.0,0.0,0.078,0.0,100.0,8.773,6.262
15558,Scotland,Monthly,October 2020,Percentage of total,Cars,62.6,16.167,9.746,1.411,3.254,0.133,6.625,0.0,0.0,0.063,0.0,100.0,10.013,6.625
15559,Scotland,Monthly,November 2020,Percentage of total,Cars,61.479,14.963,9.195,2.175,4.28,0.104,7.734,0.0,0.0,0.07,0.0,100.0,12.118,7.734
15560,Scotland,Monthly,December 2020,Percentage of total,Cars,54.207,14.003,10.981,2.098,5.121,0.152,13.416,0.0,0.0,0.022,0.0,100.0,18.689,13.416
15561,Scotland,Monthly,January 2021,Percentage of total,Cars,60.098,13.653,11.988,1.433,5.675,0.347,6.732,0.0,0.0,0.072,0.0,100.0,12.755,6.732
15562,Scotland,Monthly,February 2021,Percentage of total,Cars,65.127,14.178,10.039,1.326,3.956,0.091,5.214,0.0,0.0,0.069,0.0,100.0,9.261,5.214
15563,Scotland,Monthly,March 2021,Percentage of total,Cars,57.807,17.45,10.247,3.123,3.993,0.222,7.089,0.0,0.0,0.07,0.0,100.0,11.304,7.089
15564,Scotland,Monthly,April 2021,Percentage of total,Cars,60.709,15.571,13.295,1.41,4.355,0.099,4.412,0.0,0.0,0.148,0.0,100.0,8.866,4.412
15565,Scotland,Monthly,May 2021,Percentage of total,Cars,62.377,14.36,12.732,1.559,3.653,0.069,4.952,0.0,0.0,0.298,0.0,100.0,8.674,4.952
15566,Scotland,Monthly,June 2021,Percentage of total,Cars,60.4,12.155,14.826,1.943,4.239,0.125,6.237,0.0,0.0,0.076,0.0,100.0,10.601,6.237
15567,Scotland,Monthly,July 2021,Percentage of total,Cars,59.628,9.554,18.579,1.284,4.802,0.157,5.742,0.0,0.0,0.255,0.0,100.0,10.701,5.742
15568,Scotland,Monthly,August 2021,Percentage of total,Cars,61.654,10.235,16.409,1.467,3.804,0.177,6.093,0.0,0.0,0.161,0.0,100.0,10.074,6.093
15569,Scotland,Monthly,September 2021,Percentage of total,Cars,56.973,7.313,19.459,1.666,4.512,0.112,9.75,0.0,0.0,0.215,0.0,100.0,14.375,9.75
15570,Scotland,Monthly,October 2021,Percentage of total,Cars,62.521,8.095,12.575,2.282,4.991,0.256,9.098,0.0,0.0,0.181,0.0,100.0,14.345,9.098
15571,Scotland,Monthly,November 2021,Percentage of total,Cars,58.365,7.677,13.125,1.671,6.127,0.314,12.558,0.0,0.0,0.162,0.0,100.0,18.999,12.558
15572,Scotland,Monthly,December 2021,Percentage of total,Cars,59.229,6.41,12.853,1.6,4.059,0.258,15.301,0.0,0.0,0.29,0.0,100.0,19.618,15.301
15573,Scotland,Monthly,January 2022,Percentage of total,Cars,62.335,7.662,16.906,1.061,4.515,0.279,7.01,0.0,0.0,0.233,0.0,100.0,11.804,7.01
15574,Scotland,Monthly,February 2022,Percentage of total,Cars,61.727,7.94,16.411,1.445,3.11,0.183,9.019,0.0,0.0,0.165,0.0,100.0,12.312,9.019
15575,Scotland,Monthly,March 2022,Percentage of total,Cars,58.425,8.807,14.761,2.414,4.333,0.17,10.868,0.0,0.0,0.222,0.0,100.0,15.37,10.868
15576,Scotland,Monthly,April 2022,Percentage of total,Cars,59.05,10.368,17.817,1.715,4.009,0.18,6.501,0.0,0.0,0.36,0.0,100.0,10.69,6.501
15577,Scotland,Monthly,May 2022,Percentage of total,Cars,63.739,7.869,14.64,1.86,3.643,0.085,7.675,0.0,0.0,0.49,0.0,100.0,11.402,7.675
15578,Scotland,Monthly,June 2022,Percentage of total,Cars,58.977,9.199,15.57,1.74,4.123,0.111,10.089,0.0,0.0,0.191,0.0,100.0,14.323,10.089
15579,Scotland,Monthly,July 2022,Percentage of total,Cars,61.443,8.622,15.376,2.743,4.06,0.069,7.393,0.0,0.0,0.285,0.01,100.0,11.522,7.393
15580,Scotland,Monthly,August 2022,Percentage of total,Cars,63.268,11.822,13.621,1.373,2.919,0.067,6.544,0.0,0.0,0.387,0.0,100.0,9.53,6.544
15581,Scotland,Monthly,September 2022,Percentage of total,Cars,54.647,7.055,19.744,1.934,4.204,0.087,12.125,0.0,0.0,0.204,0.0,100.0,16.416,12.125
15582,Scotland,Annual,2001,Percentage of total,Heavy goods vehicles,0.774,99.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.0,100.0,0.0,0.0
15583,Scotland,Annual,2002,Percentage of total,Heavy goods vehicles,0.507,99.404,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,100.0,0.03,0.03
15584,Scotland,Annual,2003,Percentage of total,Heavy goods vehicles,0.324,99.46,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.162,0.0,100.0,0.054,0.054
15585,Scotland,Annual,2004,Percentage of total,Heavy goods vehicles,0.351,99.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,100.0,0.0,0.0
15586,Scotland,Annual,2005,Percentage of total,Heavy goods vehicles,0.305,99.568,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.102,0.0,100.0,0.025,0.025
15587,Scotland,Annual,2006,Percentage of total,Heavy goods vehicles,0.554,99.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15588,Scotland,Annual,2007,Percentage of total,Heavy goods vehicles,0.649,99.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,0.0,100.0,0.0,0.0
15589,Scotland,Annual,2008,Percentage of total,Heavy goods vehicles,0.523,99.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,100.0,0.0,0.0
15590,Scotland,Annual,2009,Percentage of total,Heavy goods vehicles,0.623,99.293,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,100.0,0.083,0.083
15591,Scotland,Annual,2010,Percentage of total,Heavy goods vehicles,0.137,99.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15592,Scotland,Annual,2011,Percentage of total,Heavy goods vehicles,0.153,99.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,100.0,0.0,0.0
15593,Scotland,Annual,2012,Percentage of total,Heavy goods vehicles,0.279,99.686,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,100.0,0.035,0.035
15594,Scotland,Annual,2013,Percentage of total,Heavy goods vehicles,0.111,99.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15595,Scotland,Annual,2014,Percentage of total,Heavy goods vehicles,0.108,99.82,0.0,0.0,0.0,0.0,0.072,0.0,0.0,0.0,0.0,100.0,0.072,0.072
15596,Scotland,Annual,2015,Percentage of total,Heavy goods vehicles,0.061,99.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15597,Scotland,Annual,2016,Percentage of total,Heavy goods vehicles,0.047,99.929,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,100.0,0.024,0.024
15598,Scotland,Annual,2017,Percentage of total,Heavy goods vehicles,0.082,99.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15599,Scotland,Annual,2018,Percentage of total,Heavy goods vehicles,0.089,99.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15600,Scotland,Annual,2019,Percentage of total,Heavy goods vehicles,0.09,98.374,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.475,0.0,100.0,0.06,0.06
15601,Scotland,Annual,2020,Percentage of total,Heavy goods vehicles,0.155,99.689,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.078,0.0,100.0,0.078,0.078
15602,Scotland,Annual,2021,Percentage of total,Heavy goods vehicles,0.107,99.323,0.0,0.0,0.0,0.0,0.214,0.0,0.0,0.356,0.0,100.0,0.214,0.214
15603,Scotland,Quarterly,2001 Q1 (January to March),Percentage of total,Heavy goods vehicles,1.1,98.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15604,Scotland,Quarterly,2001 Q2 (April to June),Percentage of total,Heavy goods vehicles,0.892,98.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.0,100.0,0.0,0.0
15605,Scotland,Quarterly,2001 Q3 (July to September),Percentage of total,Heavy goods vehicles,0.351,99.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234,0.0,100.0,0.0,0.0
15606,Scotland,Quarterly,2001 Q4 (October to December),Percentage of total,Heavy goods vehicles,0.755,99.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151,0.0,100.0,0.0,0.0
15607,Scotland,Quarterly,2002 Q1 (January to March),Percentage of total,Heavy goods vehicles,0.506,99.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15608,Scotland,Quarterly,2002 Q2 (April to June),Percentage of total,Heavy goods vehicles,0.787,98.989,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.112,0.0,100.0,0.112,0.112
15609,Scotland,Quarterly,2002 Q3 (July to September),Percentage of total,Heavy goods vehicles,0.234,99.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117,0.0,100.0,0.0,0.0
15610,Scotland,Quarterly,2002 Q4 (October to December),Percentage of total,Heavy goods vehicles,0.487,99.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15611,Scotland,Quarterly,2003 Q1 (January to March),Percentage of total,Heavy goods vehicles,0.204,99.694,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,100.0,0.102,0.102
15612,Scotland,Quarterly,2003 Q2 (April to June),Percentage of total,Heavy goods vehicles,0.474,99.051,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.38,0.0,100.0,0.095,0.095
15613,Scotland,Quarterly,2003 Q3 (July to September),Percentage of total,Heavy goods vehicles,0.112,99.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,100.0,0.0,0.0
15614,Scotland,Quarterly,2003 Q4 (October to December),Percentage of total,Heavy goods vehicles,0.515,99.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15615,Scotland,Quarterly,2004 Q1 (January to March),Percentage of total,Heavy goods vehicles,0.328,99.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15616,Scotland,Quarterly,2004 Q2 (April to June),Percentage of total,Heavy goods vehicles,0.505,99.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101,0.0,100.0,0.0,0.0
15617,Scotland,Quarterly,2004 Q3 (July to September),Percentage of total,Heavy goods vehicles,0.324,99.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15618,Scotland,Quarterly,2004 Q4 (October to December),Percentage of total,Heavy goods vehicles,0.23,99.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15619,Scotland,Quarterly,2005 Q1 (January to March),Percentage of total,Heavy goods vehicles,0.195,99.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0,100.0,0.0,0.0
15620,Scotland,Quarterly,2005 Q2 (April to June),Percentage of total,Heavy goods vehicles,0.198,99.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
15621,Scotland,Quarterly,2005 Q3 (July to September),Percentage of total,Heavy goods vehicles,0.306,99.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,100.0,0.0,0.0
15622,Scotland,Quarterly,2005 Q4 (October to December),Percentage of total,Heavy goods vehicles,0.544,99.347,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.0,100.0,0.109,0.109
15623,Scotland,Quarterly,2006 Q1 (January to March),Percentage of total,Heavy goods vehicles,0.46,99.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
