,Geography,Date Interval,Date,Units,BodyType,Petrol,Diesel,Hybrid electric (petrol),Hybrid electric (diesel),Plug-in hybrid electric (petrol),Plug-in hybrid electric (diesel),Battery electric,Range extended electric,Fuel cell electric,Gas,Other fuel types,Total,Plug-in,Zero emission
0,England,Annual,2001,Thousands,Buses and coaches,0.218,8.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,9.007,0.0,0.0
1,England,Annual,2002,Thousands,Buses and coaches,0.148,10.437,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.018,0.002,10.608,0.003,0.003
2,England,Annual,2003,Thousands,Buses and coaches,0.124,11.429,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.033,0.002,11.591,0.003,0.003
3,England,Annual,2004,Thousands,Buses and coaches,0.253,10.959,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.006,0.001,11.221,0.002,0.002
4,England,Annual,2005,Thousands,Buses and coaches,0.099,10.568,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.004,0.0,10.677,0.006,0.006
5,England,Annual,2006,Thousands,Buses and coaches,0.121,10.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,10.165,0.0,0.0
6,England,Annual,2007,Thousands,Buses and coaches,0.119,10.091,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,10.213,0.003,0.003
7,England,Annual,2008,Thousands,Buses and coaches,0.077,9.966,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,10.044,0.001,0.001
8,England,Annual,2009,Thousands,Buses and coaches,0.049,8.288,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,8.338,0.001,0.001
9,England,Annual,2010,Thousands,Buses and coaches,0.038,7.679,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.006,0.001,7.73,0.006,0.006
10,England,Annual,2011,Thousands,Buses and coaches,0.042,7.309,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.002,0.001,7.366,0.012,0.012
11,England,Annual,2012,Thousands,Buses and coaches,0.028,8.537,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,8.582,0.017,0.017
12,England,Annual,2013,Thousands,Buses and coaches,0.044,7.514,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.048,0.0,7.628,0.022,0.022
13,England,Annual,2014,Thousands,Buses and coaches,0.038,6.999,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.064,0.0,7.141,0.04,0.04
14,England,Annual,2015,Thousands,Buses and coaches,0.082,8.133,0.001,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,8.235,0.019,0.019
15,England,Annual,2016,Thousands,Buses and coaches,0.089,8.572,0.002,0.0,0.0,0.0,0.059,0.0,0.0,0.002,0.0,8.724,0.059,0.059
16,England,Annual,2017,Thousands,Buses and coaches,0.067,7.458,0.002,0.0,0.0,0.0,0.039,0.0,0.0,0.045,0.0,7.611,0.039,0.039
17,England,Annual,2018,Thousands,Buses and coaches,0.051,6.708,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.057,0.001,6.907,0.09,0.09
18,England,Annual,2019,Thousands,Buses and coaches,0.061,5.712,0.0,0.028,0.0,0.0,0.119,0.0,0.001,0.077,0.001,5.999,0.119,0.12
19,England,Annual,2020,Thousands,Buses and coaches,0.048,3.947,0.001,0.0,0.0,0.0,0.276,0.0,0.001,0.067,0.0,4.34,0.276,0.277
20,England,Annual,2021,Thousands,Buses and coaches,0.055,2.936,0.0,0.0,0.0,0.0,0.367,0.0,0.017,0.01,0.0,3.385,0.367,0.384
21,England,Quarterly,2001 Q1 (January to March),Thousands,Buses and coaches,0.078,2.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,2.185,0.0,0.0
22,England,Quarterly,2001 Q2 (April to June),Thousands,Buses and coaches,0.042,2.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,2.381,0.0,0.0
23,England,Quarterly,2001 Q3 (July to September),Thousands,Buses and coaches,0.046,2.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,2.341,0.0,0.0
24,England,Quarterly,2001 Q4 (October to December),Thousands,Buses and coaches,0.052,2.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,2.1,0.0,0.0
25,England,Quarterly,2002 Q1 (January to March),Thousands,Buses and coaches,0.041,2.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,2.409,0.0,0.0
26,England,Quarterly,2002 Q2 (April to June),Thousands,Buses and coaches,0.035,2.997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,3.033,0.0,0.0
27,England,Quarterly,2002 Q3 (July to September),Thousands,Buses and coaches,0.042,2.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,2.596,0.0,0.0
28,England,Quarterly,2002 Q4 (October to December),Thousands,Buses and coaches,0.03,2.533,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.004,0.0,2.57,0.003,0.003
29,England,Quarterly,2003 Q1 (January to March),Thousands,Buses and coaches,0.029,2.911,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.012,0.001,2.954,0.001,0.001
30,England,Quarterly,2003 Q2 (April to June),Thousands,Buses and coaches,0.017,3.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,3.171,0.0,0.0
31,England,Quarterly,2003 Q3 (July to September),Thousands,Buses and coaches,0.042,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,2.901,0.0,0.0
32,England,Quarterly,2003 Q4 (October to December),Thousands,Buses and coaches,0.036,2.519,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.007,0.001,2.565,0.002,0.002
33,England,Quarterly,2004 Q1 (January to March),Thousands,Buses and coaches,0.027,2.653,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.0,2.683,0.001,0.001
34,England,Quarterly,2004 Q2 (April to June),Thousands,Buses and coaches,0.053,3.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,3.069,0.0,0.0
35,England,Quarterly,2004 Q3 (July to September),Thousands,Buses and coaches,0.098,2.74,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.001,2.842,0.001,0.001
36,England,Quarterly,2004 Q4 (October to December),Thousands,Buses and coaches,0.075,2.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,2.627,0.0,0.0
37,England,Quarterly,2005 Q1 (January to March),Thousands,Buses and coaches,0.022,2.476,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.0,2.503,0.004,0.004
38,England,Quarterly,2005 Q2 (April to June),Thousands,Buses and coaches,0.028,3.041,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,3.071,0.002,0.002
39,England,Quarterly,2005 Q3 (July to September),Thousands,Buses and coaches,0.032,2.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,2.678,0.0,0.0
40,England,Quarterly,2005 Q4 (October to December),Thousands,Buses and coaches,0.017,2.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,2.425,0.0,0.0
41,England,Quarterly,2006 Q1 (January to March),Thousands,Buses and coaches,0.02,3.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,3.044,0.0,0.0
42,England,Quarterly,2006 Q2 (April to June),Thousands,Buses and coaches,0.03,2.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.867,0.0,0.0
43,England,Quarterly,2006 Q3 (July to September),Thousands,Buses and coaches,0.032,2.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,0.0,0.0
44,England,Quarterly,2006 Q4 (October to December),Thousands,Buses and coaches,0.039,1.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921,0.0,0.0
45,England,Quarterly,2007 Q1 (January to March),Thousands,Buses and coaches,0.024,2.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.248,0.0,0.0
46,England,Quarterly,2007 Q2 (April to June),Thousands,Buses and coaches,0.038,3.072,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,3.112,0.002,0.002
47,England,Quarterly,2007 Q3 (July to September),Thousands,Buses and coaches,0.029,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.679,0.0,0.0
48,England,Quarterly,2007 Q4 (October to December),Thousands,Buses and coaches,0.028,2.145,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2.174,0.001,0.001
49,England,Quarterly,2008 Q1 (January to March),Thousands,Buses and coaches,0.027,2.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.0
50,England,Quarterly,2008 Q2 (April to June),Thousands,Buses and coaches,0.023,2.685,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2.709,0.001,0.001
51,England,Quarterly,2008 Q3 (July to September),Thousands,Buses and coaches,0.013,2.702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.715,0.0,0.0
52,England,Quarterly,2008 Q4 (October to December),Thousands,Buses and coaches,0.014,2.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,0.0,0.0
53,England,Quarterly,2009 Q1 (January to March),Thousands,Buses and coaches,0.015,2.292,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2.308,0.001,0.001
54,England,Quarterly,2009 Q2 (April to June),Thousands,Buses and coaches,0.012,2.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.243,0.0,0.0
55,England,Quarterly,2009 Q3 (July to September),Thousands,Buses and coaches,0.014,2.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101,0.0,0.0
56,England,Quarterly,2009 Q4 (October to December),Thousands,Buses and coaches,0.008,1.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.686,0.0,0.0
57,England,Quarterly,2010 Q1 (January to March),Thousands,Buses and coaches,0.004,2.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,2.163,0.0,0.0
58,England,Quarterly,2010 Q2 (April to June),Thousands,Buses and coaches,0.009,2.055,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2.065,0.001,0.001
59,England,Quarterly,2010 Q3 (July to September),Thousands,Buses and coaches,0.017,2.019,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.001,2.043,0.003,0.003
60,England,Quarterly,2010 Q4 (October to December),Thousands,Buses and coaches,0.008,1.447,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.002,0.0,1.459,0.002,0.002
61,England,Quarterly,2011 Q1 (January to March),Thousands,Buses and coaches,0.006,1.781,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,1.796,0.009,0.009
62,England,Quarterly,2011 Q2 (April to June),Thousands,Buses and coaches,0.013,2.03,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,2.045,0.002,0.002
63,England,Quarterly,2011 Q3 (July to September),Thousands,Buses and coaches,0.015,1.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,1.704,0.0,0.0
64,England,Quarterly,2011 Q4 (October to December),Thousands,Buses and coaches,0.008,1.811,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,1.821,0.001,0.001
65,England,Quarterly,2012 Q1 (January to March),Thousands,Buses and coaches,0.009,2.311,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,2.321,0.001,0.001
66,England,Quarterly,2012 Q2 (April to June),Thousands,Buses and coaches,0.004,2.892,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,2.901,0.005,0.005
67,England,Quarterly,2012 Q3 (July to September),Thousands,Buses and coaches,0.009,1.883,0.0,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,1.9,0.008,0.008
68,England,Quarterly,2012 Q4 (October to December),Thousands,Buses and coaches,0.006,1.451,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,1.46,0.003,0.003
69,England,Quarterly,2013 Q1 (January to March),Thousands,Buses and coaches,0.006,2.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,2.129,0.0,0.0
70,England,Quarterly,2013 Q2 (April to June),Thousands,Buses and coaches,0.01,1.838,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.022,0.0,1.871,0.001,0.001
71,England,Quarterly,2013 Q3 (July to September),Thousands,Buses and coaches,0.014,1.9,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,1.915,0.001,0.001
72,England,Quarterly,2013 Q4 (October to December),Thousands,Buses and coaches,0.014,1.678,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.001,0.0,1.713,0.02,0.02
73,England,Quarterly,2014 Q1 (January to March),Thousands,Buses and coaches,0.004,1.762,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.023,0.0,1.8,0.011,0.011
74,England,Quarterly,2014 Q2 (April to June),Thousands,Buses and coaches,0.012,1.942,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.029,0.0,1.99,0.007,0.007
75,England,Quarterly,2014 Q3 (July to September),Thousands,Buses and coaches,0.012,1.589,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.012,0.0,1.616,0.003,0.003
76,England,Quarterly,2014 Q4 (October to December),Thousands,Buses and coaches,0.01,1.706,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,1.735,0.019,0.019
77,England,Quarterly,2015 Q1 (January to March),Thousands,Buses and coaches,0.021,1.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.998,0.0,0.0
78,England,Quarterly,2015 Q2 (April to June),Thousands,Buses and coaches,0.019,2.146,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,2.172,0.007,0.007
79,England,Quarterly,2015 Q3 (July to September),Thousands,Buses and coaches,0.031,2.113,0.001,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,2.154,0.009,0.009
80,England,Quarterly,2015 Q4 (October to December),Thousands,Buses and coaches,0.011,1.897,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,1.911,0.003,0.003
81,England,Quarterly,2016 Q1 (January to March),Thousands,Buses and coaches,0.01,1.902,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.001,0.0,1.917,0.004,0.004
82,England,Quarterly,2016 Q2 (April to June),Thousands,Buses and coaches,0.028,2.306,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,2.337,0.002,0.002
83,England,Quarterly,2016 Q3 (July to September),Thousands,Buses and coaches,0.025,2.317,0.001,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,2.368,0.025,0.025
84,England,Quarterly,2016 Q4 (October to December),Thousands,Buses and coaches,0.026,2.047,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.001,0.0,2.102,0.028,0.028
85,England,Quarterly,2017 Q1 (January to March),Thousands,Buses and coaches,0.012,1.879,0.002,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.0,1.896,0.002,0.002
86,England,Quarterly,2017 Q2 (April to June),Thousands,Buses and coaches,0.034,2.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.005,0.0,2.041,0.001,0.001
87,England,Quarterly,2017 Q3 (July to September),Thousands,Buses and coaches,0.016,1.941,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.033,0.0,2.006,0.016,0.016
88,England,Quarterly,2017 Q4 (October to December),Thousands,Buses and coaches,0.005,1.637,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.006,0.0,1.668,0.02,0.02
89,England,Quarterly,2018 Q1 (January to March),Thousands,Buses and coaches,0.007,1.708,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.029,0.0,1.755,0.011,0.011
90,England,Quarterly,2018 Q2 (April to June),Thousands,Buses and coaches,0.008,1.812,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.004,0.0,1.856,0.032,0.032
91,England,Quarterly,2018 Q3 (July to September),Thousands,Buses and coaches,0.03,1.666,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,1.728,0.032,0.032
92,England,Quarterly,2018 Q4 (October to December),Thousands,Buses and coaches,0.006,1.522,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.024,0.001,1.568,0.015,0.015
93,England,Quarterly,2019 Q1 (January to March),Thousands,Buses and coaches,0.014,1.092,0.0,0.028,0.0,0.0,0.005,0.0,0.001,0.001,0.0,1.141,0.005,0.006
94,England,Quarterly,2019 Q2 (April to June),Thousands,Buses and coaches,0.019,1.418,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.039,0.0,1.498,0.022,0.022
95,England,Quarterly,2019 Q3 (July to September),Thousands,Buses and coaches,0.012,1.389,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.027,0.0,1.485,0.057,0.057
96,England,Quarterly,2019 Q4 (October to December),Thousands,Buses and coaches,0.016,1.813,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.01,0.001,1.875,0.035,0.035
97,England,Quarterly,2020 Q1 (January to March),Thousands,Buses and coaches,0.008,1.248,0.0,0.0,0.0,0.0,0.155,0.0,0.0,0.064,0.0,1.475,0.155,0.155
98,England,Quarterly,2020 Q2 (April to June),Thousands,Buses and coaches,0.002,0.265,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.305,0.038,0.038
99,England,Quarterly,2020 Q3 (July to September),Thousands,Buses and coaches,0.027,1.313,0.001,0.0,0.0,0.0,0.022,0.0,0.0,0.003,0.0,1.366,0.022,0.022
100,England,Quarterly,2020 Q4 (October to December),Thousands,Buses and coaches,0.011,1.121,0.0,0.0,0.0,0.0,0.061,0.0,0.001,0.0,0.0,1.194,0.061,0.062
101,England,Quarterly,2021 Q1 (January to March),Thousands,Buses and coaches,0.015,0.569,0.0,0.0,0.0,0.0,0.086,0.0,0.006,0.0,0.0,0.676,0.086,0.092
102,England,Quarterly,2021 Q2 (April to June),Thousands,Buses and coaches,0.016,0.962,0.0,0.0,0.0,0.0,0.052,0.0,0.002,0.001,0.0,1.033,0.052,0.054
103,England,Quarterly,2021 Q3 (July to September),Thousands,Buses and coaches,0.014,0.82,0.0,0.0,0.0,0.0,0.079,0.0,0.009,0.0,0.0,0.922,0.079,0.088
104,England,Quarterly,2021 Q4 (October to December),Thousands,Buses and coaches,0.01,0.585,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.009,0.0,0.754,0.15,0.15
105,England,Quarterly,2022 Q1 (January to March),Thousands,Buses and coaches,0.012,0.792,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.006,0.0,0.907,0.097,0.097
106,England,Quarterly,2022 Q2 (April to June),Thousands,Buses and coaches,0.005,1.003,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,1.052,0.044,0.044
107,England,Quarterly,2022 Q3 (July to September),Thousands,Buses and coaches,0.017,0.653,0.0,0.0,0.0,0.0,0.094,0.0,0.0,0.022,0.0,0.786,0.094,0.094
108,England,Monthly,January 2001,Thousands,Buses and coaches,0.017,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.583,0.0,0.0
109,England,Monthly,February 2001,Thousands,Buses and coaches,0.014,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.528,0.0,0.0
110,England,Monthly,March 2001,Thousands,Buses and coaches,0.047,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.074,0.0,0.0
111,England,Monthly,April 2001,Thousands,Buses and coaches,0.014,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
112,England,Monthly,May 2001,Thousands,Buses and coaches,0.021,0.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.7,0.0,0.0
113,England,Monthly,June 2001,Thousands,Buses and coaches,0.007,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.981,0.0,0.0
114,England,Monthly,July 2001,Thousands,Buses and coaches,0.012,0.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.651,0.0,0.0
115,England,Monthly,August 2001,Thousands,Buses and coaches,0.008,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.0,0.0
116,England,Monthly,September 2001,Thousands,Buses and coaches,0.026,1.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,1.235,0.0,0.0
117,England,Monthly,October 2001,Thousands,Buses and coaches,0.021,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.64,0.0,0.0
118,England,Monthly,November 2001,Thousands,Buses and coaches,0.016,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.76,0.0,0.0
119,England,Monthly,December 2001,Thousands,Buses and coaches,0.015,0.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.7,0.0,0.0
120,England,Monthly,January 2002,Thousands,Buses and coaches,0.019,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.651,0.0,0.0
121,England,Monthly,February 2002,Thousands,Buses and coaches,0.009,0.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551,0.0,0.0
122,England,Monthly,March 2002,Thousands,Buses and coaches,0.013,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,1.207,0.0,0.0
123,England,Monthly,April 2002,Thousands,Buses and coaches,0.014,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994,0.0,0.0
124,England,Monthly,May 2002,Thousands,Buses and coaches,0.009,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0
125,England,Monthly,June 2002,Thousands,Buses and coaches,0.012,1.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.049,0.0,0.0
126,England,Monthly,July 2002,Thousands,Buses and coaches,0.017,0.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.98,0.0,0.0
127,England,Monthly,August 2002,Thousands,Buses and coaches,0.011,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.555,0.0,0.0
128,England,Monthly,September 2002,Thousands,Buses and coaches,0.014,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,1.061,0.0,0.0
129,England,Monthly,October 2002,Thousands,Buses and coaches,0.013,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.821,0.0,0.0
130,England,Monthly,November 2002,Thousands,Buses and coaches,0.01,0.827,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.843,0.003,0.003
131,England,Monthly,December 2002,Thousands,Buses and coaches,0.007,0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906,0.0,0.0
132,England,Monthly,January 2003,Thousands,Buses and coaches,0.004,0.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.78,0.0,0.0
133,England,Monthly,February 2003,Thousands,Buses and coaches,0.005,0.546,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.552,0.001,0.001
134,England,Monthly,March 2003,Thousands,Buses and coaches,0.02,1.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,1.622,0.0,0.0
135,England,Monthly,April 2003,Thousands,Buses and coaches,0.006,0.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.994,0.0,0.0
136,England,Monthly,May 2003,Thousands,Buses and coaches,0.003,1.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.092,0.0,0.0
137,England,Monthly,June 2003,Thousands,Buses and coaches,0.008,1.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085,0.0,0.0
138,England,Monthly,July 2003,Thousands,Buses and coaches,0.014,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.89,0.0,0.0
139,England,Monthly,August 2003,Thousands,Buses and coaches,0.013,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.622,0.0,0.0
140,England,Monthly,September 2003,Thousands,Buses and coaches,0.015,1.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,1.389,0.0,0.0
141,England,Monthly,October 2003,Thousands,Buses and coaches,0.013,0.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871,0.0,0.0
142,England,Monthly,November 2003,Thousands,Buses and coaches,0.015,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.815,0.0,0.0
143,England,Monthly,December 2003,Thousands,Buses and coaches,0.008,0.866,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.003,0.0,0.879,0.002,0.002
144,England,Monthly,January 2004,Thousands,Buses and coaches,0.007,0.679,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.687,0.001,0.001
145,England,Monthly,February 2004,Thousands,Buses and coaches,0.009,0.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.456,0.0,0.0
146,England,Monthly,March 2004,Thousands,Buses and coaches,0.011,1.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0
147,England,Monthly,April 2004,Thousands,Buses and coaches,0.005,0.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.883,0.0,0.0
148,England,Monthly,May 2004,Thousands,Buses and coaches,0.018,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871,0.0,0.0
149,England,Monthly,June 2004,Thousands,Buses and coaches,0.03,1.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,1.315,0.0,0.0
150,England,Monthly,July 2004,Thousands,Buses and coaches,0.034,0.692,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.728,0.001,0.001
151,England,Monthly,August 2004,Thousands,Buses and coaches,0.021,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0
152,England,Monthly,September 2004,Thousands,Buses and coaches,0.043,1.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,1.484,0.0,0.0
153,England,Monthly,October 2004,Thousands,Buses and coaches,0.06,0.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,0.0,0.0
154,England,Monthly,November 2004,Thousands,Buses and coaches,0.005,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.79,0.0,0.0
155,England,Monthly,December 2004,Thousands,Buses and coaches,0.01,0.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.0,0.0
156,England,Monthly,January 2005,Thousands,Buses and coaches,0.008,0.682,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.692,0.001,0.001
157,England,Monthly,February 2005,Thousands,Buses and coaches,0.007,0.547,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.556,0.002,0.002
158,England,Monthly,March 2005,Thousands,Buses and coaches,0.007,1.247,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,1.255,0.001,0.001
